,X,title,artist,year,lyrics,spotify_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,liveliness,pos,neg,neu,compound,num_words,num_lines,num_syllables,difficult_words,fog_index,flesch_index,f_k_grade
249,264,Lights Down Low,MAX Featuring gnash,2018,,5A6BJLZArq1MPjsnmcuk5f,0,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,223847,4,0,0,0.104,,,,,,,,,,,
250,265,Young Dumb & Broke,Khalid,2018,"Young Dumb & Broke Lyrics
So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids
We have so much in common
We argue all the time
You always say I'm wrong
I'm pretty sure I'm right
What's fun about commitment?
When we have our life to live
Yeah, we're just young dumb and broke
But we still got love to give

While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

Jump and we think - do it all in the name of love
Love
Run into sin, do it all in the name of fun
Fun
Whoa-oa-oa
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give
While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids103Embed",5Z3GHaZ6ec9bsiI5BenrbY,0,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4,0,0,0.165,0.138,0.441,0.421,-0.9993,50.0,-23.26,293,7,54.3,270,50.0
251,266,One Kiss,Calvin Harris & Dua Lipa,2018,"One Kiss Lyrics
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One

I just wanna feel your skin on mine
Feel your eyes do the exploring
Passion in the message when you smile
Take my time
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One

See a wonderland in your eyes
Might need your company tonight

Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One69Embed",7ef4DlsgrMEH11cDZd32M6,0,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4,0,0,0.0814,0.288,0.02,0.693,0.9982,111.3,-188.03,342,7,116.02,289,111.3
252,267,Natural,Imagine Dragons,2018,"Natural Lyrics
Will you hold the line
When every one of them has given up and given in? Tell me
In this house of mine
Nothing ever comes without a consequence or cost, tell me
Will the stars align?
Will Heaven step in? Will it save us from our sin? Will it?
'Cause this house of mine stands strong

That's the price you pay
Leave behind your heart and cast away
Just another product of today
Rather be the hunter than the prey
And you're standing on the edge, face up 'cause you're a
Natural
A beating heart of stone
You gotta be so cold
To make it in this world
Yeah, you're a natural
Living your life cutthroat
You gotta be so cold
Yeah, you're a natural

Will somebody
Let me see the light within the dark trees shadowing?
What's happenin'?
Lookin' through the glass, find the wrong within the past knowin'
Oh, we are the youth
Cut until it bleeds inside a world without the peace, facing
A bit of the truth, the truth

That's the price you pay
Leave behind your heart and cast away
Just another product of today
Rather be the hunter than the prey
And you're standing on the edge, face up 'cause you're a
Natural
A beating heart of stone
You gotta be so cold
To make it in this world
Yeah, you're a natural
Living your life cutthroat
You gotta be so cold
Yeah, you're a natural

Deep inside me, I'm fading to black, I'm fading
Took an oath by the blood of my hand, won't break it
I can taste it, the end is upon us, I swear
I'm gonna make it
I'm gonna make it

Natural
A beating heart of stone
You gotta be so cold
To make it in this world
Yeah, you're a natural
Living your life cutthroat
You gotta be so cold
Yeah, you're a natural
Natural
Yeah, you're a natural116Embed",2FY7b99s15jUprqC0M5NCT,0,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,0,0,0.0812,0.171,0.075,0.754,0.9854,19.6,50.51,399,11,22.09,324,19.6
253,268,You Make It Easy,Jason Aldean,2018,"You Make It Easy Lyrics
Like a rainy Sunday mornin'
Makes me wanna stay in bed twisted up all day long
You're my inspiration, girl
You take me places, put the words right into these songs

Stealin' kisses under cover, babe
See forever when I see your face
And I swear God made you for me
You make it easy lovin' up on you
Make it easy with every little thing you do
You're my sunshine in the darkest days
My better half, my savin' grace
You make me who I wanna be
You make it easy

You took all my rough around the edges
Never let it ruffle up your feathers, angel
Yeah, I'm down for life, you got me wrapped around your finger
And I like it just in case you can't tell

You make it easy lovin' up on you
Make it easy with every little thing you do
You're my sunshine in the darkest days
My better half, my savin' grace
You make me who I wanna be
You make it easy

Stealin' kisses under cover, babe
See forever when I see your face
And I swear God made you for me
You make it easy lovin' up on you
Make it easy with every little thing you do
You're my sunshine in the darkest days
My better half, my savin' grace
You make me who I wanna be
You make it easy
You make it easy7Embed",6EGAfJaLUFzhS4zRBIEQ2J,0,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3,0,0,0.11,0.266,0.046,0.688,0.9959,92.6,-139.31,282,9,96.73,241,92.6
254,269,Shape Of You,Ed Sheeran,2018,"Shape of You Lyrics
The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
And you come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Related Songs
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you405Embed",7qiZfU4dY1lWllzX7mPBI3,0,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,0,0,0.0931,0.202,0.021,0.778,0.9993,264.2,-580.49,767,13,273.78,684,264.2
255,270,I Get The Bag,Gucci Mane Featuring Migos,2018,,1XRgIKC5TPwo7nWGyKqgG0,0,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,4,0,0,0.0993,,,,,,,,,,,
256,271,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018,,5WvAo7DNuPRmk4APhdPzi8,0,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,5,0,0,0.0865,,,,,,,,,,,
257,272,Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018,,4dVpf9jZjcORqGTLUaeYj9,0,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,4,0,0,0.087,,,,,,,,,,,
258,273,Sky Walker,Miguel Featuring Travis Scott,2018,,5WoaF1B5XIEnWfmb5NZikf,0,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,259333,4,0,0,0.0866,,,,,,,,,,,
259,274,Marry Me,Thomas Rhett,2018,"Marry Me Lyrics
She wants to get married, she wants it perfect
She wants her granddaddy preachin' the service
And she wants magnolias out in the country
Not too many people, save her daddy some money

Ooh, she got it all planned out
Yeah, I can see it all right now

I'll wear my black suit, black tie, hide out in the back
I'll do a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
But she don't wanna marry me
I remember the night when I almost kissed her
Yeah, I kinda freaked out, we've been friends for forever
And I'd always wonder if she felt the same way
When I got the invite, I knew it was too late

And I know her daddy's been dreading this day
Oh, but he don't know he ain't the only one giving her away

I'll wear my black suit, black tie, hide out in the back
I'll do a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
But she don't wanna marry me
(Whoa, oh, oh-oh)

Bet she got on her dress now, welcoming the guests now
I could try to find her, get it off of my chest now
But I ain't gonna mess it up, so I wish her the best now

So I'm in my black suit, black tie, hiding out in the back
Doing a strong shot of whiskey straight out the flask
I'll try to make it through without crying so nobody sees
Yeah, she wanna get married
Yeah, she gonna get married
But she ain't gonna marry me
Whoa, she ain't gonna marry me, no9Embed",0OWZFobGSIW9GrSlQ9C5pc,0,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,205453,4,0,0,0.113,0.214,0.038,0.748,0.9955,116.0,-200.21,353,13,120.93,301,116.0
260,275,Eastside,"benny blanco, Halsey & Khalid",2018,"Eastside Lyrics
Uh
Yeah, yeah

When I was young, I fell in love
We used to hold hands, man, that was enough (Yeah)
Then we grew up, started to touch
Used to kiss underneath the light on the back of the bus (Yeah)
I know your daddy didn't like me much
And he didn't believe me when I said you were the one
Oh, every day, she found a way out of the window to sneak out late
She used to meet me on the Eastside
In the city where the sun don't set
And every day, you know that we'd ride
Through the backstreets in a blue Corvette
Baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the sea
Just take my hand and come with me, yeah

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
Start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me

Seventeen, and we got a dream to have a family
A house, and everything in between
And then, oh, suddenly, we turned twenty-three
And now we got pressure for taking our life more seriously
We got our dead-end jobs and got bills to pay
Our old friends are now our enemies
And now I, I'm thinking back to when I was young
Back to the day when I was falling in love
He used to meet me on the Eastside
In the city where the sun don't set
And every day, you know where we'd ride
Through the backstreets in a blue Corvette
And baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the sea
Just take my hand and come with me, singing

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
To start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me

Run away now, run away now
Run away now
Run away now, run away now
Run away now
He used to meet me on the Eastside
She used to meet me on the Eastside
He used to meet me on the Eastside
She used to meet me on the Eastside
In the city where the sun don't set124Embed",7FGq80cy8juXBCD2nrqdWU,0,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4,0,0,0.2,0.097,0.03,0.873,0.9889,186.2,-377.49,549,14,193.93,484,186.2
261,276,Call Out My Name,The Weeknd,2018,"Call Out My Name Lyrics
We found each other
I helped you out of a broken place
You gave me comfort
But falling for you was my mistake

I put you on top, I put you on top
I claimed you so proud and openly
And when times were rough, when times were rough
I made sure I held you close to me
So call out my name (Call out my name)
Call out my name when I kiss you so gently
I want you to stay (Want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (Why can't you wait, baby?)
Girl, why can't you wait 'til I fall out of love?
Won't you call out my name? (Call out my name)
Girl, call out my name, and I'll be on my way and
I'll be on my—

I said I didn't feel nothing, baby, but I lied
I almost cut a piece of myself for your life
Guess I was just another pit stop
'Til you made up your mind
You just wasted my time

You were on top, I put you on top
I claimed you so proud and openly, babe
And when times were rough, when times were rough
I made sure I held you close to me

So call out my name (Call out my name, baby)
So call out my name when I kiss you so gently (Ohh)
I want you to stay (I want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (Girl, why can't you wait 'til I?)
Girl, why can't you wait 'til I fall out of loving?
Babe, call out my name (Say call out my name, baby)
Girl call out my name and I'll be on my way
And, I'll be on my—
On my way, on my way
On my way, on my way, ooh
On my way, on my way, on my way
On my way, on my way, on my way
(On my)330Embed",09mEdoA6zrmBPgTEN5qXmN,0,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,0,0,0.307,0.188,0.043,0.77,0.9949,14.4,69.62,370,7,17.4,348,14.4
262,277,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018,"King’s Dead Lyrics

Miss me with that bullshit (Bullshit)
You ain't really wild, you a tourist (A tourist)
I be blackin' out with the purist (The purist)
I made a hundred thou', then I freaked it (I freaked it)
I made five-hundred-thou', then I freaked it (I freaked it)
I bought a '87 for the weekend (The weekend)
This ain't what you want, this ain't what you want (What you want)
This ain't what you want, this ain't what you want (What you want)
And it's like that, lil' bitch
MVP, I don't get no sleep, no, I don't like that, lil' bitch
Bust that open, I want that ocean, yeah, that bite back, lil' bitch
Do it bite back, lil' bitch? Need two life jackets, lil' bitch
I ain't gon' hold you, I ain't gon' press you, never control you
I ain't gon' front you, keep it one-hundred, I don't know you
Boss like Top Dawg, bossed my life up, crossin' over
Stutter steppin', got a Hall of Fame in all my posters
I've been ready, my whip been ready, my bitch been ready, my clique been ready
My shit's been ready, my check's been ready, my shot's on full, that's Armageddon
I got pull, I hope y'all ready, my tank on full, you know, unleaded
I gotta go get it, I gotta go get it, I gotta go get it, I gotta go get it
My name gon' hold up, my team gon' hold up, my name gon' hold up, my team gon' hold up
My shots gon' fire, my team gon' roll up, ménage à trois, my queen gon' roll up
I hope y'all ready, you know I'm ready, I reign all day, you know, confetti
I gotta go get it, I gotta go get it, I gotta go get it, I gotta go get it, skrrt

Miss me with that bullshit (Bullshit)
You're not a gang member, you's a tourist (A tourist)
I be blackin' out, I be blackin' out
Bought an '83 Cutlass for the weekend (For the weekend)
I got a hundred-thousand, then I freaked it (Then I freaked it)
I made five-hundred-thousand, then I freaked it (Then I freaked it)
I put a Rolls Royce on my wrist, oh yeah
Fuck his baby mama, tryna sneak diss
I took her to my penthouse, then I freaked it (Then I freaked it)
I haven't made my mind up, should I keep it? (Should I keep it?)
I got big dawg status, it ain't no secret
La di da di da, slob on me knob
Pass me some syrup, fuck me in the car
La di da di da, mothafuck the law
Chitty chitty bang, murder everything
Bitch, I'm on a roll, and I put that on the gang

Yeah, miss me with that bullshit (Bullshit)
You ain't really wild, you a tourist (A tourist)
I be blackin' out with the purist (The purist)
I made a hundred thou', then I freaked it (I freaked it)
I made five-hundred-thou', then I freaked it (I freaked it)
I bought a '87 for the weekend (The weekend)
This ain't what you want, this ain't what you want (What you want)
This ain't what you want, this ain't what you want (What you want)

Changes
Is you gon' do somethin'?
(What you want?)

Red light, green light, red light, green light
Red light, green light, they like
We like fast cars, fast money, fast life, fast broads
Egotistic, goin' ballistic, why God?
Born warrior, lookin' for euphoria
But I don't see it, I don't feel it, I'm paraplegic
Tapped in when I'm maxed in Comp-Town with the MAC-10s
And the pumps in the background I was absent
Never OG, standout, I was lackin'
Everything else, but doubt in the Magnum
Holdin' Magnums with a Magnum
Nigga, ad-lib and I sing out loud
Never had friends, never had ends, never had hope
They was like, ""Nope,"" I was like, ""Bùyào, bùyào""
(Yeah, God)
Tee off the day, know we off the, be off the, eat off your plate
Throw me off, I be, ""Off ya head""
Well ate, on C4, I'm way off the edge
Fuck integrity, fuck your pedigree, fuck your feelings, fuck your culture
Fuck your moral, fuck your family, fuck your tribe
Fuck your land, fuck your children, fuck your wives
Who am I? Not your father, not your brother
Not your reason, not your future
Not your comfort, not your reverence, not your glory
Not your heaven, not your angel, not your spirit
Not your message, not your freedom
Not your people, not your neighbor
Not your baby, not your equal
Not the title y'all want me under
All hail King Killmonger

Red light, green light, red light, green light
Red light, green light, they like, we like
Fast cars255Embed",51rXHuKN8Loc4sUlKPODgH,0,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4,0,0,0.128,0.081,0.172,0.747,-0.9972,36.6,11.67,925,37,40.74,805,36.6
263,278,Happier,Marshmello & Bastille,2018,"Happier Lyrics
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

When the morning comes
When we see what we've become
In the cold light of day, we're a flame in the wind
Not the fire that we've begun
Every argument, every word we can't take back
'Cause with all that has happened
I think that we both know the way that this story ends
Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave

Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

When the evening falls
And I'm left there with my thoughts
And the image of you being with someone else
Well, it's eating me up inside
But we ran our course, we pretended we're okay
Now if we jump together, at least we can swim
Far away from the wreck we made

Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave
Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

So I'll go, I'll go
I will go, go, go
So I'll go, I'll go
I will go, go, go

Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier
Even though I might not like this
I think that you'll be happier, I want you to be happier

Then only for a minute (Only for a minute)
I want to change my mind
'Cause this just don't feel right to me (Right to me)
I wanna raise your spirits (Wanna raise your spirits)
I want to see you smile but
Know that means I'll have to leave

Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier
So I'll go, I'll go
I will go, go, go356Embed",2dpaYNEQHiRxtZbfNsse99,0,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4,0,0,0.167,0.214,0.038,0.748,0.9967,151.8,-293.59,460,11,157.51,393,151.8
264,280,Simple,Florida Georgia Line,2018,"Simple Lyrics
The way your fingers fit in mine
It's five plus five, not rocket science
This day in time, that's hard to find, it's true
The road we're on ain't a traffic jam
It's a Sunday drive on a piece of land
It's paradise as long as I'm with you

It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it, we both know that's overrated
We've been there, it's safe to say it ain't our style
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
We used to live on Instagram
Worry 'bout who all gives a damn
'Bout where we've been and where we ended up
Then I met you and you met me
And all the rest is history
An epiphany that all we need is us

It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it, we both know that's overrated
We've been there, it's safe to say it ain't our style
We're just simple like a six string
The way this world was meant to be
Like laughin', love, make a lot out of a little
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be


Ain't no need to complicate it, we both know that's overrated
We've been there, it's safe to say it ain't our style, yeah
It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile
Ain't no need to complicate it, we both know that's overrated
We've been there, it's safe to say it ain't our style
We're just simple like a six string
The way this world was meant to be
Like laughin', love, make a lot out of a little
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be4Embed",4L9Ds4mpD3SuYoWwFUlv16,0,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,0,0,0.15,0.172,0.022,0.806,0.9953,143.7,-272.27,432,10,149.12,372,143.7
265,281,Lemon,N*E*R*D & Rihanna,2018,,4nMb8pMRQ5d5pTDv0z4dqH,0,0.383,0.285,3,-9.599,0,0.0319,0.852,0.891,0.37,0.283,84.016,188546,4,0,0,0.37,,,,,,,,,,,
266,282,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018,,5tz69p7tJuGPeMGwNTxYuV,0,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4,0,0,0.19,,,,,,,,,,,
267,283,Say Something,Justin Timberlake Featuring Chris Stapleton,2018,,1LhMopPAallLeaeNutqbgS,0,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4,0,0,0.0841,,,,,,,,,,,
268,285,Get Along,Kenny Chesney,2018,"Get Along Lyrics
Met a man wearin' a T-shirt, says ""Virginia is for lovers""
Had a Bible in his left hand and a bottle in the other
He said ""All you're really given is the sunshine and your name""
We both started laughin' when the sky started to rain

Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along
Saw a model on a billboard, 1-800 get to know me
Wondered was she Photoshopped, or were her eyes really that lonely?
Did she leave her hometown thinkin' she'd end up in L.A.?
Did she break down in the desert and get stuck beside the highway?

Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along

You'll find out when you die the keys to Heaven can't be bought
We still don't know what love is but we sure know what it's not
Sometimes you got to

Get along, on down the road
We've got a long long way to go
Scared to live, scared to die
We ain't perfect but we try
Get along while we can
Always give love the upper hand
Paint a wall, learn to dance
Call your mom, buy a boat
Drink a beer, sing a song
Make a friend, can't we all get along1Embed",6n6OQfBpCgzF9oEg8zhBN7,0,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,199625,4,0,0,0.17,0.167,0.146,0.687,0.9198,28.1,33.79,348,9,31.65,315,28.1
269,286,Moonlight,XXXTENTACION,2018,"Moonlight Lyrics
Yeah

Spotlight, uh, moonlight, uh
Nigga, why you trippin'? Get your mood right, uh
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, moonlight
Nigga, why you trippin'? Get your mood right
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, uh, moonlight
Nigga, why you trippin'? Get your mood right, uh
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, moonlight
Nigga, why you trippin'? Get your mood right
Shawty look good in the moonlight
All these pussy niggas so bad mind
Feel like I'm destined
I don't need no Smith & Wesson, no
Boy, who you testin'?
Fuck a Scantron, here's your lesson, oh
Knife in intestine
Takin' shots at all your brethren, no
Feel like I'm damaged
Girl I know you fucking planned this

All alone, call my phone, make me feel right
Girl you know when you call, make me feel right
All alone, call my phone, make me feel right
Girl you know when you call, make me feel right

Spotlight, uh, moonlight, uh
Nigga, why you trippin'? Get your mood right, uh
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, moonlight
Nigga, why you trippin'? Get your mood right
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, uh, moonlight
Nigga, why you trippin'? Get your mood right, uh
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, moonlight
Nigga, why you trippin'? Get your mood right
Shawty look good in the moonlight
All these pussy niggas so bad mind376Embed",0JP9xo3adEtGSdUEISiszL,0,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,0,0,0.102,0.105,0.194,0.701,-0.9877,9.4,77.1,344,12,11.26,278,9.4
270,287,What Lovers Do,Maroon 5 Featuring SZA,2018,,2j5hsQvApottzvTn4pFJWF,0,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,4,0,0,0.1,,,,,,,,,,,
271,288,X,Nicky Jam x J Balvin,2018,,5YUyW9opqNsMSEzzecZih1,0,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,172854,4,0,0,0.3,,,,,,,,,,,
272,289,Outside Today,YoungBoy Never Broke Again,2018,"Outside Today Lyrics
Yeah, I ain't going outside today
Yeah, pour me up
DMac got me too bangin' (Slatt)

Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case
That money be callin'
I don't do no talkin', so get the fuck outta my face
Got a TEC and a chopper
With a hundred thousand dollars up in the Wraith
You know I ain't slippin', you know that I'm with it
I'll shoot him right up in his face
Three say that I'm trippin', you know that I'm drippin'
I'm wrapped in Saran today
I just bought a brand new watch from Goyard, I ain't put it on yet
I don't care 'bout no bitch, I ain't giving her shit
Spend it all on my homies
I go put on my son, from my car to my house
Everything, I own it
When it come to that money you know I ain't stuntin'
I be on it
I just got a pet monkey, cashed out on a tiger
But really don't want it, my son don't like him
He say that we beefin', you know I won't fight him
My clip full of thunder, you know that I'll strike 'em
Wanna join NBA, go and catch you a body
Free Kevin Gates, it's a murder for hire
Double G gang on the front of my title
Got rid of my Glock and I bought me a rifle

Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case
I jump out at your house, I ain't shootin' from the corner
Been bought me a bitch but I really don't want her
I don't do no cappin', I keep it one hunnid
Right now I'm recordin' with ten thousand on me
He say he want smoke but I know he don't want it
Shoot him and his bitch and I up on his homie
You know how I'm feelin', I don't got to say it
Face every problem all by my lonely

Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case46Embed",3sA7HKGzcKTVscdiTCrWpX,0,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4,0,0,0.105,0.068,0.112,0.821,-0.9634,170.9,-337.91,508,19,178.0,445,170.9
